Wines,Fruits,Meat,Fish,Sweet,Gold,ID
31,9,27,16,9,33,538
819,0,72,12,0,63,7922
1,4,3,8,9,7,5692
203,35,305,46,17,227,4843
26,0,15,2,1,2,6383
354,21,311,167,75,32,1628
1253,0,447,23,71,35,1204
371,17,238,23,24,106,3673
588,7,76,110,15,15,760
480,86,249,75,86,144,8957
517,12,54,16,6,120,4128
267,98,606,48,70,98,6810
1111,24,790,160,45,172,5386
7,7,14,7,16,15,8700
1166,0,48,0,0,36,3202
261,42,144,55,48,133,1328
135,25,51,23,25,46,8405
6,2,18,2,8,14,6515
711,28,142,49,18,47,2882
11,0,13,2,4,11,7574
42,0,17,0,0,18,6387
79,7,58,6,3,18,5320
20,6,43,19,5,38,5048
30,0,8,2,0,14,8146
20,2,23,3,1,4,10031
115,27,44,4,146,139,5748
263,5,233,69,41,83,2134
69,2,15,2,2,6,1523
267,3,30,4,0,57,9665
561,85,171,25,123,114,4640
492,0,37,7,0,42,3635
14,7,9,6,16,12,3547
80,4,46,0,17,2,2456
97,12,84,13,10,15,5633
197,107,227,7,59,131,7801
693,21,925,31,24,84,10489
43,2,27,0,9,12,7011
14,0,2,0,0,7,2620
186,36,234,86,72,48,3933
434,137,400,45,137,45,10981
59,0,11,4,2,5,1734
16,5,30,8,7,26,10995
230,35,75,63,57,31,6357
829,138,430,60,92,15,9209
318,8,407,150,35,8,10286
1206,55,445,168,18,18,2611
292,3,77,10,3,26,1600
30,9,12,2,11,30,3308
729,17,133,11,0,195,5407
12,1,3,0,0,7,2166
2,1,1,1,0,1,3955
22,3,18,0,0,11,6634
587,43,337,42,87,54,3056
674,168,108,192,42,231,5718
284,3,84,4,7,23,6872
1023,93,651,49,55,37,8164
1394,22,708,89,91,182,4580
311,26,640,180,37,121,9305
27,0,12,0,1,5,453
1296,17,311,45,69,51,8545
3,6,7,0,0,3,9850
393,5,136,7,5,27,7378
218,63,282,137,35,70,7646
66,0,16,0,6,20,1640
4,2,11,2,0,4,5184
795,0,545,95,58,0,8492
15,10,19,8,17,20,11188
384,25,292,130,41,64,1212
244,8,32,7,2,50,9097
158,19,288,25,0,38,10473
1285,21,449,106,20,20,7962
349,16,144,28,5,182,9984
4,12,11,3,13,15,5527
223,2,31,0,2,39,6374
157,43,127,68,56,37,7453
397,46,288,20,38,70,8952
901,31,345,75,31,191,241
14,3,21,2,1,28,8975
10,0,3,0,0,4,6119
1230,0,396,232,178,158,5236
81,1,31,2,1,0,5723
154,20,66,0,12,27,1710
63,0,21,7,0,12,1970
30,0,11,0,0,3,5313
90,67,165,30,43,11,10634
635,114,254,132,152,76,7010
127,4,73,15,6,11,8562
13,3,6,6,5,6,3158
18,42,24,15,20,18,4436
45,2,26,4,1,1,5287
38,1,24,0,0,0,2445
986,36,168,16,0,108,6059
61,0,3,0,0,7,4550
4,9,16,17,0,12,4240
201,53,172,116,77,83,8911
19,8,29,0,12,26,3706
4,8,11,19,12,26,3628
18,0,2,0,0,2,10175
806,80,161,120,11,33,8985
380,98,733,110,112,28,5204
576,172,961,125,115,19,9220
458,81,356,106,50,40,9888
5,10,13,3,8,16,5263
350,60,568,110,133,145,1020
39,33,130,41,26,44,9503
26,1,16,2,2,15,10613
68,0,16,0,0,8,67
45,3,9,4,4,7,6019
359,0,134,13,26,123,5863
403,24,29,6,24,218,3717
34,1,14,0,0,5,6730
73,18,66,7,12,2,10749
292,30,415,63,33,200,4998
14,0,16,0,0,6,6287
80,1,37,0,1,3,5985
30,11,33,13,6,29,4754
463,96,333,168,53,10,4002
75,12,141,43,39,187,8870
538,13,91,17,6,26,966
635,114,254,132,152,76,4767
8,0,3,0,0,1,9725
1315,22,780,145,0,178,4475
4,2,12,7,5,26,5740
12,0,13,2,0,10,5731
347,44,534,17,0,26,7290
192,5,53,0,5,15,3846
241,0,12,0,0,25,8104
631,28,491,30,14,56,4507
336,28,282,184,54,54,11013
1099,0,45,0,0,34,4491
743,19,181,12,0,200,3759
124,83,267,85,59,35,1162
15,0,8,4,2,20,2055
397,19,69,12,0,9,10766
10,4,4,3,3,14,4415
530,117,678,134,44,147,3005
1215,33,249,64,116,149,2223
3,2,7,0,4,2,4817
444,44,382,11,8,17,2875
26,0,15,2,1,2,10536
736,114,279,82,76,190,11112
473,21,176,19,21,56,3807
32,0,5,2,0,8,9197
288,10,30,4,10,125,10832
1050,178,555,77,138,118,6421
1001,44,107,58,44,44,4207
9,1,7,0,3,2,577
234,14,77,19,10,42,10855
7,2,6,2,0,3,3081
251,108,334,65,92,117,3535
172,10,125,21,13,16,247
565,42,548,64,83,99,8707
5,0,8,2,0,0,9523
918,57,842,99,38,133,6072
652,8,158,21,0,142,6295
4,1,7,2,1,2,10914
152,27,103,106,54,81,1509
8,0,9,2,1,3,5577
336,130,411,240,32,43,7348
938,19,843,25,95,38,1127
68,8,18,19,8,12,1833
227,23,389,42,21,75,4944
38,4,22,3,3,3,9080
105,0,9,2,1,4,6466
162,50,100,55,30,27,9964
574,8,216,21,16,33,4790
160,80,369,67,39,41,10245
6,0,5,0,0,1,1109
614,35,160,58,35,35,6001
897,161,430,186,161,27,5538
70,54,109,80,9,45,10552
120,19,206,25,19,54,1545
211,2,30,7,7,10,7409
11,0,16,7,6,21,4444
760,53,400,17,93,0,146
53,0,8,0,0,2,6271
7,4,13,15,8,17,10065
391,32,70,21,32,16,4741
199,9,57,20,21,6,246
516,56,449,86,33,16,375
709,45,115,30,160,45,1524
12,0,4,0,0,0,10022
1000,19,711,125,115,38,7451
19,3,18,3,1,0,11010
1224,28,140,0,14,168,4356
16,2,18,3,0,24,3885
88,39,54,64,28,153,1175
2,23,11,8,6,46,880
508,11,59,23,5,29,2320
381,28,215,84,28,21,850
74,0,42,2,1,6,4713
146,0,93,7,13,73,675
23,17,23,43,20,9,5025
110,5,137,26,23,29,2308
165,3,147,4,24,41,5995
957,47,494,82,47,95,6749
41,0,17,3,1,16,1010
1,3,4,2,3,11,8977
176,29,818,0,33,112,4756
815,8,53,11,0,70,3412
6,1,2,2,0,4,606
8,4,20,6,3,16,5961
717,42,864,219,30,84,2975
1067,138,750,0,19,39,2894
166,5,107,11,8,29,7613
29,4,34,2,4,4,10542
714,76,395,116,0,12,8015
8,4,10,2,2,4,10617
229,5,56,3,2,20,11166
320,48,133,39,72,48,849
23,0,26,7,15,3,523
1,5,8,4,8,20,4066
56,0,12,0,0,18,8414
508,124,249,50,38,134,819
29,0,25,2,2,3,4961
46,7,59,2,4,27,749
454,0,171,8,19,32,5430
350,3,39,0,0,19,7755
10,0,8,0,0,9,10525
735,40,183,52,20,30,1453
897,126,196,91,112,37,8310
5,2,3,3,0,5,10710
777,35,731,39,137,114,5031
162,6,37,6,13,13,2613
35,0,11,0,0,2,213
342,9,112,19,14,19,967
258,105,239,237,172,9,1077
658,80,483,123,13,13,7959
356,80,329,138,17,106,640
213,5,28,7,7,41,4252
454,0,171,8,19,32,8432
457,4,29,0,0,9,6218
241,45,604,34,26,54,6905
210,0,6,0,0,2,5922
441,35,83,7,29,11,3598
19,13,18,10,7,8,6116
28,9,37,12,7,13,6263
476,75,162,29,151,97,10486
364,40,425,158,60,50,2410
0,0,2,3,3,8,193
0,6,3,7,6,12,3363
863,83,547,86,99,33,8278
349,7,35,0,0,47,10660
5,23,15,0,18,14,8686
184,2,19,8,8,4,1604
8,0,8,0,0,2,5907
277,21,64,62,21,25,10669
44,5,19,0,4,19,2918
1156,120,915,94,144,96,5735
373,14,83,6,9,19,359
134,8,76,6,0,11,8387
1148,0,60,0,0,24,1829
6,12,3,21,6,40,3839
4,1,11,0,0,1,9392
5,4,8,2,0,5,2292
24,2,20,2,2,10,10466
899,0,101,0,0,20,9855
108,1,28,13,1,4,4088
27,2,7,0,2,13,5231
816,66,549,216,66,99,590
1298,0,70,37,14,42,8732
10,0,11,17,29,29,2315
87,13,34,10,6,10,3515
57,2,51,4,2,23,2245
635,15,100,20,7,131,6283
43,12,23,29,15,61,2246
964,34,137,15,0,11,6606
572,8,259,34,35,80,5545
341,142,113,259,151,66,7342
63,6,57,13,13,22,837
221,104,169,102,78,84,9500
140,3,29,4,5,14,3602
1,2,8,4,3,13,234
291,10,689,84,10,0,2995
544,13,85,8,6,29,1118
684,100,801,21,66,0,7789
1,12,9,0,14,7,3068
35,0,4,0,0,10,8955
87,3,25,3,2,13,945
309,3,24,4,3,20,5644
172,73,93,95,78,34,7192
625,38,242,50,34,76,2324
972,59,913,25,19,59,697
157,6,39,6,13,75,3439
48,9,45,3,15,20,1506
279,83,88,32,14,34,232
132,0,16,0,0,4,8876
919,0,505,99,30,45,4500
62,0,22,3,1,26,9739
1,45,3,4,6,42,10395
2,6,4,3,1,9,1176
408,61,109,48,122,41,1627
51,1,7,2,1,25,938
62,1,16,3,2,6,2740
952,12,180,47,12,12,257
618,15,106,20,7,45,4058
11,7,12,2,2,27,7736
318,3,17,4,7,56,8210
56,0,14,0,0,2,833
110,5,59,7,1,7,6230
23,0,11,2,1,3,7325
27,5,8,8,3,12,1307
18,3,19,3,3,6,1502
18,0,9,0,1,11,6211
303,0,280,60,147,15,843
97,1,19,2,0,11,4174
997,15,414,99,30,76,9757
5,4,13,8,0,4,6918
95,11,35,0,4,7,286
1,6,2,3,6,3,11086
46,1,12,3,0,9,1921
411,106,147,54,115,66,4138
244,51,270,101,0,45,7718
152,9,121,12,12,45,1291
1,1,3,1,1,1,6862
10,17,18,8,26,40,4136
12,0,5,0,0,4,803
5,0,4,0,0,1,4298
790,19,133,12,0,19,10833
882,29,514,38,29,44,9606
615,28,259,12,48,30,8534
1004,59,265,115,59,27,5153
133,27,421,13,195,71,961
595,23,123,10,23,154,5011
293,0,87,4,11,23,6653
313,15,47,20,0,192,9094
151,81,86,168,91,64,810
15,0,2,0,0,6,5493
736,63,946,219,189,126,2147
15,0,8,4,2,20,5107
982,17,672,23,34,51,3979
1142,51,415,90,69,37,6049
28,0,11,0,0,9,8147
46,0,12,0,2,23,1857
897,161,430,186,161,27,3910
489,6,152,8,6,132,5207
25,4,9,6,8,32,11114
145,1,33,2,1,1,5429
630,26,611,44,18,54,9400
760,38,104,50,9,38,1740
420,15,186,151,38,15,7488
125,17,52,3,19,30,195
464,5,64,7,0,70,635
6,6,29,12,15,8,7527
1090,12,96,16,12,60,10319
3,2,11,2,2,10,2296
24,0,27,8,30,10,10637
737,21,106,55,63,210,2931
254,6,71,4,0,27,907
817,185,687,145,55,241,3698
620,54,239,99,98,119,9516
13,4,20,0,0,1,679
113,61,204,34,26,47,7384
7,23,78,133,49,144,5043
16,2,18,2,1,5,5267
462,0,24,6,0,4,339
22,2,10,6,4,34,2516
968,147,842,137,42,210,9010
283,112,151,51,72,125,378
1,2,5,6,0,3,4808
14,1,7,2,1,1,5068
30,5,24,6,3,8,7628
4,0,5,0,1,5,7128
52,0,9,0,0,1,2811
62,1,57,19,11,48,3551
20,2,14,3,0,10,1663
545,7,114,37,21,78,5543
558,79,622,207,175,95,1577
6,5,4,13,4,25,10641
39,1,9,2,0,8,5336
1111,24,790,160,45,172,6024
4,6,8,6,3,10,1878
183,5,65,3,5,49,3099
546,72,376,94,145,72,6055
606,7,155,10,0,54,5841
266,6,51,8,6,64,3972
1142,29,249,38,29,14,4394
1074,0,69,0,0,46,5758
771,51,154,54,10,154,6658
371,32,189,0,58,6,4603
556,14,717,210,0,43,8427
202,5,74,11,5,14,10260
209,162,209,41,162,37,7143
35,40,111,36,40,12,8789
37,0,17,0,0,3,6197
171,45,73,59,10,90,4554
12,2,20,3,2,5,4937
44,4,21,6,0,27,1920
20,2,9,4,6,20,8749
779,86,537,34,69,138,1650
170,6,97,24,12,88,10377
491,48,231,112,105,134,9206
173,8,107,7,2,176,10971
7,10,13,16,0,4,6398
1205,0,235,19,14,205,9212
10,7,25,6,3,7,7937
97,4,44,6,1,18,839
67,11,26,4,3,262,4246
345,53,528,98,75,97,158
6,5,17,3,24,46,4832
73,57,100,71,15,0,5621
711,36,217,172,96,168,1945
774,70,118,182,187,93,5147
163,0,480,0,126,75,2535
82,33,54,71,30,41,11039
358,108,413,141,97,32,9495
66,2,40,4,3,14,9635
13,6,7,0,3,3,2173
139,13,78,20,13,36,942
274,0,21,4,6,15,9386
262,6,61,0,10,102,5510
1099,0,45,0,0,34,873
32,0,8,23,4,18,2253
2,4,2,0,11,5,5181
6,10,21,19,14,42,979
6,7,4,3,4,6,10390
135,46,92,65,61,11,4698
641,7,84,0,30,38,7793
714,76,395,116,0,12,1745
794,73,573,0,29,14,10590
420,0,452,182,64,140,5080
1,2,7,4,3,11,8369
86,12,75,33,15,6,5232
823,25,459,124,29,95,2407
231,161,215,171,30,53,3834
8,15,27,0,20,33,7912
182,17,259,77,70,29,7712
557,129,984,193,37,18,1065
79,1,31,4,4,12,7275
368,24,68,38,0,88,1343
6,4,14,8,8,22,1384
160,15,196,15,11,50,9967
488,21,238,56,108,28,6181
691,7,69,0,7,23,10507
543,10,205,160,143,82,2674
254,7,108,20,0,26,2698
5,4,10,2,2,7,3231
112,19,21,16,14,5,4096
134,11,59,15,2,30,10476
143,6,52,11,8,17,5948
51,4,24,4,7,1,9140
27,0,5,0,0,3,10258
459,0,24,6,0,4,5675
689,8,167,11,8,88,4743
283,10,38,0,13,27,8805
347,0,35,4,3,7,1542
5,13,14,0,5,31,6770
280,0,18,0,0,24,8773
187,5,65,26,20,14,10475
95,14,64,2,9,38,10420
84,10,34,11,10,28,7514
19,4,12,2,2,6,2902
5,1,9,2,0,4,4345
18,3,17,3,0,4,793
992,24,694,51,19,119,10909
25,1,13,0,0,3,3769
9,1,7,0,3,2,8702
19,1,17,2,0,2,4791
709,93,374,104,80,80,2963
158,0,76,13,7,71,8216
10,14,29,4,2,36,8140
25,1,13,0,0,3,10146
8,4,12,15,4,29,5289
14,0,6,0,0,0,2587
622,7,115,30,0,15,4405
11,0,3,0,0,1,8663
25,3,16,8,5,2,2589
635,15,100,20,7,131,3421
100,64,79,65,0,109,10490
201,2,43,3,5,35,4094
642,14,49,0,7,57,9958
97,1,41,6,2,41,2534
204,5,39,17,0,89,4188
513,7,133,46,14,14,6613
88,3,21,4,1,29,10827
172,12,112,8,0,15,5491
329,35,222,130,35,43,8402
296,13,104,11,13,17,8783
100,2,16,2,1,31,10010
422,7,238,69,46,15,618
1218,16,272,104,0,80,9121
5,1,7,2,1,4,361
507,93,520,242,40,26,4310
52,12,50,4,36,55,2678
191,56,139,51,8,100,6376
2,23,11,8,6,46,524
68,28,39,16,30,41,10341
20,4,10,6,4,17,5654
20,3,16,0,4,1,4098
7,0,1,0,0,0,5824
279,172,74,38,8,246,7000
977,12,253,16,12,101,2561
30,1,8,0,0,3,5229
6,1,7,23,4,19,4086
3,18,26,11,8,12,2428
14,0,2,0,0,7,8254
10,1,7,0,0,1,2836
7,10,17,8,6,13,8418
33,87,64,175,16,74,1362
12,0,13,2,0,10,7152
2,3,10,11,2,10,10033
693,21,118,110,147,42,9349
9,3,15,2,3,2,274
129,26,67,3,67,2,3388
16,2,11,3,0,16,922
201,2,43,3,5,35,8588
5,4,5,4,2,10,2518
14,36,11,3,26,35,574
29,12,59,19,1,36,3220
26,2,19,10,5,8,5967
9,1,4,3,2,3,1183
14,0,23,4,5,19,6856
972,19,595,180,26,138,4530
966,168,672,246,105,126,1553
99,27,102,28,48,6,4682
482,35,553,72,160,17,8204
714,8,99,11,0,47,5221
587,54,348,71,54,130,1232
399,27,159,58,8,39,1927
56,10,92,19,7,25,5788
227,151,573,98,54,31,6652
703,102,601,0,58,43,6246
37,0,17,0,0,3,5975
167,13,180,86,13,70,6875
458,81,356,106,50,40,4399
91,3,52,2,1,31,4042
15,8,16,11,5,22,2157
1302,68,731,89,114,45,10133
153,64,123,116,64,14,2525
508,5,21,7,5,10,8233
290,59,177,77,5,29,9483
38,0,2,0,0,6,2945
2,13,6,7,5,11,10403
30,0,10,2,0,5,5074
386,23,95,54,41,196,10524
443,10,75,0,10,48,4690
901,31,345,75,31,191,7521
9,0,3,0,0,1,7196
846,84,352,91,56,42,4406
8,3,9,19,4,22,9672
72,7,58,13,1,24,4864
29,0,5,0,1,5,4706
169,24,553,188,0,144,4070
460,35,422,33,12,153,25
69,8,26,12,7,12,3697
556,14,717,210,0,43,217
73,0,13,0,1,0,4220
112,1,54,7,7,36,5286
944,0,60,0,0,30,9559
265,199,303,234,9,170,2849
526,28,135,10,21,99,7787
2,3,12,3,5,7,3102
2,4,9,10,5,16,5868
378,97,259,197,194,34,8370
553,25,142,65,67,8,9988
751,127,687,20,15,31,2939
406,0,30,0,0,8,5529
1449,89,161,69,35,107,9743
123,17,171,39,0,30,5763
267,42,309,55,42,21,3478
209,0,40,3,2,15,7494
1259,172,815,97,148,33,1763
344,35,178,15,23,17,7250
22,3,30,0,5,15,2005
247,161,295,210,85,47,10770
38,0,12,3,1,1,6885
896,10,101,13,10,34,2072
931,56,253,91,98,14,9463
758,12,385,33,89,89,6318
216,9,57,20,9,125,4093
2,3,10,11,2,10,5751
244,15,108,4,15,50,3340
539,6,91,8,6,97,3594
1181,26,120,17,13,39,3584
750,8,125,11,8,26,3643
306,5,109,21,109,92,851
350,104,189,197,151,57,7706
331,197,170,58,152,35,3967
620,16,165,0,24,82,10128
434,137,400,45,137,45,486
57,0,27,0,0,36,9
811,76,428,99,137,107,9451
423,42,706,73,197,197,9264
2,12,10,6,13,30,3865
60,51,87,6,20,51,2853
675,0,85,10,7,77,1490
30,8,12,8,8,12,6310
40,1,40,4,3,18,10380
3,17,26,20,1,39,3887
910,111,724,49,74,55,4278
252,98,827,219,70,196,8643
34,6,21,11,4,8,1998
19,3,19,3,1,3,10795
2,1,1,0,0,1,11110
490,0,184,10,28,21,2408
332,194,377,149,125,57,202
53,8,17,13,0,21,7998
784,48,560,42,176,48,830
7,11,3,10,4,20,3536
1171,43,219,19,14,47,6050
215,7,33,3,0,13,125
674,62,134,0,26,8,3463
57,0,27,0,0,36,2804
5,36,7,0,10,45,3745
104,20,101,24,15,5,9771
9,0,7,2,0,4,451
431,82,441,80,20,102,10530
1000,0,76,0,0,10,1079
448,40,469,80,0,91,8920
33,4,24,4,2,5,6678
505,72,270,36,27,54,3852
267,38,701,149,165,63,528
14,0,3,0,0,1,73
631,0,115,10,7,30,5589
65,4,16,0,4,11,10212
10,12,12,25,1,20,6365
51,4,50,12,1,49,5636
293,35,179,46,59,65,591
11,1,2,2,1,6,2217
50,1,27,6,7,1,2544
173,26,255,35,71,81,7725
423,184,368,13,97,21,8091
292,30,415,63,33,200,7321
757,80,217,29,80,11,5462
12,1,6,0,1,5,7791
167,2,44,6,2,19,955
3,1,3,8,0,5,4037
30,5,22,8,9,28,6642
532,88,168,69,44,133,2793
29,12,59,19,1,36,5424
411,0,26,0,0,21,879
5,3,4,4,1,0,9530
71,99,278,185,121,38,4828
46,0,40,3,0,3,10699
268,11,88,15,3,22,1497
928,63,254,0,12,12,7476
459,15,171,142,23,31,4390
483,0,108,0,6,36,10478
733,9,180,12,19,66,1081
1006,22,115,59,68,45,4261
34,1,14,0,0,5,9916
1156,120,915,94,144,96,5350
7,4,23,7,0,11,8135
244,15,108,4,15,50,8685
233,0,23,0,0,12,4967
35,3,67,10,8,24,2130
1252,0,465,46,35,0,9298
34,4,66,3,10,20,8175
255,43,134,37,14,24,6257
8,1,5,0,0,1,3790
368,32,639,13,43,10,9952
255,47,573,52,32,15,3503
33,8,10,2,10,3,5223
163,23,424,27,65,76,4608
15,0,8,4,2,20,1626
45,12,52,25,22,13,4764
48,58,68,16,66,43,2471
158,6,45,8,2,2,5892
754,160,625,63,32,48,2612
108,1,28,13,1,4,4971
199,66,315,97,174,41,5185
2,7,5,2,15,27,10069
202,5,74,11,5,14,2262
85,0,3,0,0,7,1131
322,3,50,4,3,42,1041
18,2,19,0,2,6,24
141,8,129,3,11,47,3409
739,107,309,140,80,35,7022
18,0,6,3,3,5,7943
378,0,88,19,4,73,5272
1083,108,649,253,151,108,5453
1016,12,215,16,12,63,2565
23,1,6,0,0,2,800
12,1,21,2,2,3,11092
35,0,4,0,0,0,5062
548,31,422,0,112,28,8969
342,32,230,34,32,40,4656
365,3,15,4,3,11,4480
397,19,69,12,0,9,9971
456,19,832,75,118,38,6729
5,6,15,11,7,13,1773
836,185,575,24,25,77,9242
100,2,128,23,7,10,1764
10,0,10,3,1,7,6215
238,115,215,169,69,76,10099
6,0,5,2,1,2,5423
158,11,99,15,11,17,940
86,12,75,33,15,6,3011
856,0,76,12,9,199,3298
98,1,17,0,1,5,8286
4,16,20,0,17,20,9668
398,96,447,220,96,32,5120
313,8,104,6,4,126,6097
109,18,16,24,26,18,7019
216,2,6,0,0,9,7408
595,71,153,120,112,41,8041
123,133,142,71,44,88,252
16,0,23,3,2,10,9986
11,12,35,3,5,12,3276
410,112,420,0,82,71,3859
159,2,51,6,2,24,3570
105,0,10,0,1,0,3783
5,1,8,0,0,1,10207
269,15,69,15,19,38,10906
629,0,70,0,0,35,3427
443,5,71,21,16,82,5209
217,77,373,111,23,93,10711
24,1,10,2,0,4,10785
9,1,5,4,5,7,2814
8,0,14,2,3,7,6866
1459,0,61,0,15,215,1665
230,48,214,13,32,75,6575
1,3,6,10,0,9,3829
340,21,134,258,14,56,3091
7,1,6,0,3,3,10141
298,7,68,4,0,19,5177
479,35,179,28,7,85,7005
267,140,599,34,12,127,6409
67,4,32,17,2,16,7485
3,1,8,23,2,18,8079
980,37,265,35,163,31,8395
50,4,28,6,3,26,10352
1,0,1725,2,1,1,4931
19,0,5,0,0,8,13
30,5,23,4,1,4,1834
213,9,76,4,3,30,2285
539,30,92,80,46,38,2295
284,16,160,84,16,134,1378
1003,34,536,134,51,34,2781
239,13,143,45,4,52,1165
51,23,82,33,0,42,1404
527,24,230,32,24,65,6457
19,5,12,10,3,19,2639
40,2,15,8,0,6,8299
21,8,20,15,3,9,6437
593,30,91,29,22,7,6912
21,5,3,10,1,7,7327
1181,107,199,39,30,30,5299
1004,59,265,115,59,27,4127
202,2,46,3,2,10,8143
446,107,768,33,196,53,1964
1184,102,673,52,40,40,3690
390,22,323,104,35,107,3433
726,53,363,123,107,161,3389
8,8,22,24,11,9,4712
50,15,110,39,15,15,1170
1,1,4,11,9,10,6347
308,0,73,0,0,23,4065
22,2,31,7,4,5,8230
690,117,499,76,102,88,1215
43,5,28,7,6,33,5939
27,0,10,0,0,4,2156
6,0,3,0,0,1,7788
205,7,41,3,2,46,10323
24,0,8,0,1,4,7947
667,50,850,21,83,83,1891
691,7,61,10,0,46,2570
493,26,206,116,80,80,9256
493,70,324,146,40,84,295
494,5,82,7,0,100,7397
621,73,414,78,48,85,6349
9,0,5,0,0,7,10790
1,6,2,8,2,12,10398
12,4,19,12,6,14,2431
243,131,217,85,6,26,550
11,1,4,2,0,7,1890
532,21,127,26,20,20,10742
29,0,2,0,0,1,10356
612,91,520,258,107,107,4676
387,126,342,0,45,180,8852
56,0,14,0,0,2,3565
6,8,19,16,4,4,5294
582,0,65,0,0,13,1958
6,17,16,6,16,42,7349
70,6,69,2,3,3,8799
962,12,194,16,24,12,1351
112,10,107,30,0,20,1045
293,0,124,179,97,52,7732
199,12,31,3,12,7,8070
1060,61,835,80,20,101,477
940,44,396,0,88,58,7832
44,2,11,2,3,7,2202
342,51,936,207,35,26,7396
2,10,11,12,9,20,4055
75,12,141,43,39,187,10340
520,20,367,39,81,40,10091
5,3,9,6,2,6,7629
87,5,71,7,12,29,10640
462,61,184,10,53,107,3498
2,2,1,3,1,2,6742
979,44,935,29,25,22,1172
704,129,853,120,74,111,569
861,31,558,62,95,79,4686
172,3,115,16,0,18,1381
5,7,31,15,4,7,2634
194,2,56,0,0,0,10905
9,7,13,3,2,20,1744
505,72,270,36,27,54,1000
533,10,217,198,174,195,3828
48,0,14,0,0,6,8605
6,1,7,23,4,19,10304
18,2,10,0,0,25,4351
482,147,509,104,107,107,10129
204,97,97,21,118,26,2499
1073,0,250,153,14,14,10092
245,16,223,21,43,16,7500
560,21,442,29,44,29,5796
173,13,131,32,3,6,10556
22,1,11,0,5,3,1064
136,1,12,0,3,32,48
275,0,86,10,23,66,7610
56,19,29,2,14,25,263
303,23,751,82,26,191,10814
708,7,62,0,0,15,9710
324,132,693,27,118,88,9292
1,5,3,7,4,8,10250
620,26,195,34,17,141,7881
312,21,206,102,92,149,5847
1493,86,454,112,43,43,737
918,21,118,13,10,21,3571
98,0,106,49,10,106,7807
3,4,7,15,8,11,3878
380,0,47,6,0,34,5092
15,0,12,7,3,7,2154
3,9,4,7,8,7,5394
24,2,23,0,8,24,3798
80,1,60,4,6,16,3524
31,0,6,2,1,5,5247
138,120,204,16,126,60,5883
166,75,96,119,107,59,2118
12,3,8,8,0,17,8812
178,3,85,71,66,58,6616
707,20,171,65,60,50,2797
5,1,7,17,14,11,4328
465,71,250,93,35,62,9167
16,1,2,0,0,1,10560
358,108,413,141,97,32,2631
1,9,7,2,14,10,8312
123,1,26,2,0,72,5534
40,3,30,10,7,11,5093
102,9,63,2,9,24,7592
347,44,534,17,0,26,8895
376,53,462,168,53,53,8584
21,0,3,0,0,0,2694
194,2,56,0,0,0,8910
64,4,68,7,5,17,7433
206,0,46,3,2,12,164
71,0,18,0,0,13,10477
71,22,112,138,89,29,2681
0,4,7,11,10,15,5150
93,1,21,0,4,25,5283
920,138,168,36,46,30,9645
653,17,170,34,26,17,10678
199,33,60,8,3,15,7261
153,4,56,0,9,31,9648
376,0,38,11,8,69,2870
46,0,30,12,1,30,8008
600,21,128,223,150,128,1513
425,115,292,23,35,79,6173
18,6,15,12,8,17,1419
52,0,9,0,0,1,9150
734,22,350,151,25,100,7960
34,6,21,11,4,8,1250
135,1,41,10,1,67,9905
11,0,10,0,2,20,10691
163,48,90,0,45,52,7002
29,3,30,3,2,9,2952
734,26,70,11,44,17,8439
340,21,134,258,14,56,762
453,38,279,188,38,183,2831
1073,0,629,145,37,37,6977
135,0,10,0,4,36,6289
231,7,137,4,15,39,4168
18,0,5,0,0,11,8397
620,16,165,0,24,82,9284
81,4,33,5,2,291,6237
12,4,2,10,6,10,3130
292,51,981,224,23,17,1619
965,34,586,89,86,37,1990
27,2,10,0,0,1,5513
777,30,163,0,51,122,269
572,8,232,23,62,17,8093
438,169,565,91,169,70,10513
531,69,300,150,138,150,10177
17,0,9,0,0,1,2549
402,35,106,101,77,42,5782
503,27,419,90,139,153,10057
369,9,87,12,14,34,10307
5,0,3,0,0,1,8566
362,17,398,80,35,61,2415
56,0,9,0,0,3,5684
79,1,31,4,4,12,8334
387,84,141,73,35,162,9166
367,17,241,104,188,232,1440
15,0,11,0,2,9,78
267,6,54,8,3,50,5441
298,27,697,216,24,166,5302
674,92,736,39,0,92,4687
16,14,36,37,22,48,1087
37,4,24,16,9,9,6859
159,0,22,2,1,31,9860
686,17,142,23,26,35,7129
97,3,66,12,7,34,5866
63,6,57,13,13,22,10521
56,5,24,4,0,3,7393
209,19,456,160,142,66,7849
198,2,43,0,12,20,332
313,15,47,20,0,192,9847
941,14,397,76,58,176,531
86,4,56,2,4,7,9576
167,48,602,63,72,72,6906
8,3,19,0,2,3,7419
389,66,408,37,57,85,3170
239,7,119,4,15,11,8527
179,21,273,0,21,63,7872
5,0,1,1,1,1,9931
2,6,28,13,4,16,10595
383,0,53,6,4,40,4609
2,8,8,6,1,9,5010
536,27,590,38,107,67,4427
2,1,4,3,1,2,11148
322,53,899,34,40,53,1168
539,169,816,20,0,30,9595
712,50,420,65,38,38,10163
1121,0,72,0,12,12,2886
68,1,13,3,5,13,6710
36,4,18,6,2,18,5316
707,44,603,95,58,29,9029
174,77,203,6,24,97,521
666,35,124,69,8,26,1459
0,0,0,6,2,6,10241
162,50,100,55,30,27,1630
407,70,239,103,88,53,3254
